,Unnamed: 0,ra_1,dec_1,TYPE,g,r,z,w1,w2,rg_EXP,rg_DEV,fluxg,fluxr,fluxz,fluxw1,fluxw2,shapeexp_e1,shapeexp_e2,shapedev_e1,shapedev_e2,col1,ra_2,dec_2,redshift,weight,mass_stellar,Separation
226099,226159,184.3879478,11.82118015,DEV,19.93808885,18.87951513,18.15039381,18.09598363,18.73234075,0,3.0912018,10.586794,28.066868,54.93416,57.757256,32.14132,0,0,-0.2643617,-0.49806625,299819,184.38797,11.82111,0.22607,1,10.69768,0.264412903
226431,226491,184.5565603,1.412999155,DEV,19.45619175,18.39831152,17.50296972,17.66403295,18.03046165,0,8.718577,16.501495,43.71952,99.72685,85.9779,61.35011,0,0,0.12818666,0.096953474,182212,184.55649,1.41306,0.2706,1,10.87425,0.334531998
226487,226547,184.6417494,4.283653017,DEV,20.03043235,19.16358444,18.60026598,18.61279478,18.91098916,0,1.5351001,9.723599,21.605595,36.298912,35.88245,27.264927,0,0,-0.22145835,0.17120789,199212,184.64172,4.28367,0.21321,2,10.13373,0.121912362
226879,226939,184.7911234,-0.424972711,DEV,20.05812864,18.31621939,17.27489051,16.53326086,17.06927675,0,4.6406026,9.478695,47.153316,123.03928,243.6103,148.69258,0,0,-0.23850459,0.028532587,41295,184.79114,-0.42498,0.47395,1,11.92384,0.065423924
227577,227637,185.1746646,4.414773213,DEV,20.16976248,19.14985184,17.97943348,17.28212369,17.96960204,0,5.790573,8.552538,21.880602,64.302315,122.22232,64.88722,0,0,0.037953343,-0.26223305,195365,185.17468,4.41475,0.65176,1,12.20291,0.100153719
227870,227930,185.3672639,21.9346134,DEV,20.17360203,18.49255233,17.47245113,16.89362347,17.41723581,0,4.3099895,8.5223465,40.08474,102.56981,174.8037,107.92093,0,0,-0.18484195,0.15556026,444663,185.36723,21.93459,0.48757,1,11.64714,0.141119447
227999,228059,185.3426423,2.204818677,DEV,19.41373504,18.44948366,17.59434791,17.32363943,17.56903234,0,7.5145936,17.159554,41.706768,91.67709,117.63708,93.8398,0,0,0.26708302,0.31550303,187050,185.34258,2.20471,0.18599,1,10.30994,0.45085688
228585,228645,185.6983067,0.401294704,DEV,20.18218524,18.49901227,17.48854835,16.66645024,17.20857764,0,3.103041,8.455239,39.84695,101.06032,215.48642,130.78831,0,0,0.032915335,-0.17750922,41335,185.69832,0.40129,0.46229,1,11.78397,0.050927816
228601,228661,185.6278165,1.412746042,DEV,19.5685809,18.06484163,17.02926728,16.48704407,16.80268142,0,3.4583712,14.878791,59.437885,154.27412,254.204,190.07607,0,0,-0.22095847,-0.27372345,185903,185.62782,1.41275,0.21684,1,11.62943,0.01906397
229825,229885,186.0717497,29.10900416,DEV,20.00181156,18.14728987,17.12984472,16.368133,16.89887532,0,3.14602,9.983329,55.09143,140.62486,283.6265,173.96019,0,0,-0.107243545,0.000578616,506823,186.07176,29.10898,0.46007,1,12.09582,0.092825409
230130,230190,186.1942801,14.57560113,DEV,18.68483521,17.67634822,16.97614947,17.17508857,17.57850586,0,13.320836,33.578857,85.00818,162.0094,134.88528,93.02457,0,0,-0.003225774,-0.3596865,329207,186.19429,14.57554,0.27351,1,10.53899,0.222745464
231103,231164,186.8400951,0.68055364,DEV,19.99123651,18.76886757,17.79388025,17.77737152,17.82918917,0,9.276379,10.081041,31.077993,76.28654,77.455345,73.84555,0,0,-0.25594217,0.10473419,26446,186.84001,0.68063,0.57223,1,11.72403,0.411518439
231265,231326,186.9251885,22.0429643,DEV,20.06834789,19.02301575,18.14847565,18.20937581,18.76907523,0,2.8777518,9.389897,24.591991,55.031296,52.029503,31.07205,0,0,0.4052881,0.073331304,418083,186.9252,22.04293,0.16054,1,10.22503,0.12931837
231270,231331,186.8225151,22.29694517,DEV,19.47928741,17.65963257,16.55097598,16.23453644,16.93595513,0,11.033001,16.154184,86.327065,239.66776,320.76385,168.11945,0,0,0.10270201,0.31296492,418974,186.82253,22.29699,0.53281,1,12.26628,0.168840181
231371,231432,186.9301785,7.735258155,DEV,20.00954822,18.17872041,17.16678234,16.42915166,17.11266621,0,6.569023,9.912443,53.519474,135.92116,268.12625,142.86752,0,0,0.13530806,-0.12462588,359587,186.93016,7.73525,0.47636,1,12.13009,0.072137279
231739,231800,187.101945,3.024186889,DEV,19.57697834,18.21318485,17.41256648,17.05735631,17.43759239,0,3.2111952,14.764157,51.84729,108.386055,150.33409,105.91636,0,0,0.11548076,-0.056995284,188702,187.10191,3.02404,0.35716,1,11.63591,0.543537475
231906,231967,187.2534143,23.37129752,DEV,19.89021948,18.62572095,17.68187455,17.09027897,17.59891266,0,4.766795,11.064001,35.457787,84.57659,145.84395,91.292465,0,0,0.1634667,-0.15440673,426186,187.25345,23.37125,0.4875,1,11.95419,0.207764655
231997,232058,187.3605799,10.25123007,DEV,19.50569404,18.51368736,17.74032271,17.42036611,17.94270276,0,10.786678,15.766031,39.311993,80.14398,107.61023,66.51489,0,0,0.12802352,-0.10166118,315237,187.3606,10.25127,0.5825,1,11.65464,0.160375767
232118,232179,187.137243,24.44742944,DEV,20.13962656,18.215523,17.16646389,16.49631781,17.16361923,0,4.6488495,8.793249,51.735756,135.96103,252.04198,136.31772,0,0,0.18764272,-0.05509945,444547,187.13724,24.44743,0.46429,1,12.15024,0.009904533
232246,232307,187.4287036,3.032764026,DEV,19.67437537,18.31623538,17.26223651,16.50282791,16.68643374,0,4.2232676,13.497392,47.152622,124.48167,250.53525,211.55656,0,0,0.62843204,-0.018330326,188711,187.42871,3.03274,0.21578,1,11.36918,0.089467977
232282,232343,187.4366884,13.58169112,DEV,20.16915283,18.37680953,17.38324783,16.7498631,17.21394588,0,4.782755,8.557342,44.593975,111.35273,199.55139,130.14325,0,0,0.07049178,-0.1978701,359546,187.43669,13.58172,0.43729,1,12.0014,0.104105762
232499,232560,187.5888902,17.73819327,DEV,20.02872128,20.17531199,20.53309245,19.38592007,19.70036143,0,0.5595135,9.738935,8.508935,6.1201634,17.604836,13.17818,0,0,0.44298434,-0.3217174,442762,187.58885,17.73818,0.06583,2,8.34935,0.145826715
233257,233318,187.8860015,0.734174737,DEV,19.97801761,19.17922692,18.7006587,19.20755036,19.82300883,0,2.365007,10.204529,21.296549,33.09303,20.748173,11.770542,0,0,0.01526605,-0.04589984,26469,187.886,0.73395,0.10669,1,9.84893,0.809069209
233353,233414,187.947641,13.37159781,DEV,20.16492004,18.34205599,17.2927289,16.62729077,17.18082862,0,4.9074564,8.590768,46.044483,121.034294,223.40027,134.17406,0,0,0.062276598,0.18748185,359414,187.94771,13.37157,0.47641,1,11.95678,0.261569894
233801,233862,188.0081548,24.46500238,DEV,20.19013889,19.0173162,18.00717231,17.26953673,17.99861774,0,7.384929,8.393526,24.721426,62.6803,123.64749,63.176113,0,0,-0.017018761,0.04320734,412524,188.00818,24.46503,0.66072,1,11.71478,0.129305628
234148,234210,188.3258087,8.669858703,DEV,19.3621896,18.09917905,17.36044202,17.46292408,17.80835249,0,1.7014679,17.993853,57.58752,113.71642,103.47379,75.27643,0,0,0.06271014,0.026226649,311661,188.32584,8.66981,0.20289,1,10.86542,0.207739352
234760,234822,188.6060442,26.5448744,DEV,19.78335789,19.06678243,18.23136403,17.31464058,18.17250011,0,8.5931015,12.208346,23.620388,50.986404,118.616135,53.826973,0,0,-0.37978393,0.14304827,410797,188.60596,26.54485,0.75817,1,11.75001,0.285077407
234967,235029,188.5307226,30.42956714,DEV,19.78863851,18.03017059,16.99066923,16.19860138,16.71706056,0,5.7977934,12.149114,61.366558,159.85724,331.55795,205.67229,0,0,0.04324167,0.05546498,506729,188.53076,30.42954,0.44318,1,12.24065,0.151668384
235095,235157,188.7514244,4.254701854,DEV,19.98461062,19.17558198,18.31335988,17.53232865,18.28362337,0,7.729785,10.142751,21.368164,47.277668,97.066315,48.59042,0,0,-0.16270483,-0.070131995,199282,188.7513,4.2547,0.77275,2,11.39303,0.446588431
235594,235656,188.8255603,12.41692904,DEV,20.11382829,18.40938239,17.31101503,16.46495938,17.01768998,0,3.2688198,9.004688,43.275993,119.012886,259.42764,155.92796,0,0,0.19493607,0.08926884,359490,188.82555,12.41696,0.50607,1,12.11272,0.117175132
235982,236044,189.1340037,17.80696074,DEV,20.04112535,18.64615975,17.74960172,17.33312826,17.76642507,0,3.76627,9.628305,34.796543,79.46197,116.613464,78.240204,0,0,0.09213959,0.041777838,442805,189.13402,17.807,0.48261,1,11.60614,0.15196621
236082,236144,189.2200276,-1.117435929,DEV,20.09896436,18.23749904,17.27978671,16.62052425,17.16048215,0,3.313526,9.128812,50.699116,122.48568,224.79689,136.71216,0,0,-0.036529817,-0.29719198,41241,189.22006,-1.11748,0.44598,1,11.91082,0.196901373
236167,236229,189.1002686,5.303192897,DEV,20.07111913,18.23594953,17.2431429,16.59808182,17.12544473,0,3.133145,9.365961,50.771523,126.69015,229.49185,141.1959,0,0,-0.03397154,0.038209368,230970,189.1003,5.3032,0.4455,1,11.97245,0.115265742
236197,236259,189.1099797,6.847306371,DEV,20.12328093,18.71374016,17.70638151,17.06420772,17.65227183,0,5.833667,8.926632,32.6967,82.688934,149.38841,86.91431,0,0,0.005926258,-0.20844316,222620,189.10992,6.84733,0.54013,1,11.66657,0.229795058
237729,237791,189.8757848,2.723899656,DEV,19.69278723,18.84118898,17.9391774,17.37427115,19.95962103,0,10.208244,13.270433,29.075314,66.73122,112.27719,10.378906,0,0,-0.21666998,-0.32236373,185217,189.87566,2.72395,0.65759,1,11.88108,0.484076308
237903,237965,189.891431,29.36943365,DEV,19.98614044,18.2573682,17.28251861,16.6125861,17.13379453,0,2.752217,10.128469,49.77975,122.17787,226.44647,140.11421,0,0,0.08027787,0.09424149,506835,189.89146,29.36943,0.44991,1,11.97027,0.092031824
238417,238479,190.2803939,6.226926596,DEV,19.97568644,18.17721448,17.16157103,16.31599193,16.77395598,0,2.491376,10.226462,53.593758,136.57512,297.57965,195.17204,0,0,0.086321555,0.06774371,222263,190.28036,6.22692,0.46002,1,12.12011,0.12360534
238776,238838,190.3107686,27.34302222,DEV,19.98613032,18.14942045,17.13058659,16.35094691,16.83464044,0,2.4097173,10.128564,54.98343,140.52881,288.15173,184.56265,0,0,0.05944271,-0.03528041,444522,190.31075,27.34303,0.46003,1,12.1554,0.065739836
240149,240211,190.8761917,3.818119833,DEV,19.92601321,18.03145775,17.05850246,16.32265339,16.81683425,0,3.1440983,10.705198,61.29385,150.17548,295.75946,187.61446,0,0,0.010884508,0.12786111,206495,190.87621,3.8181,0.43694,1,12.0624,0.09703251
240992,241054,190.9932932,30.36703398,DEV,19.3238235,19.41762282,19.82725095,19.86180471,19.89891496,0,1.4457164,18.64106,17.098219,11.724643,11.357379,10.975745,0,0,-0.563683,-0.12222839,484354,190.99332,30.36702,0.06547,1,8.67546,0.097322545
241273,241335,191.2517768,2.523369013,DEV,19.7041054,17.85812407,16.73511298,15.91683585,16.45351794,0,6.075128,13.132815,71.90356,202.28087,429.79926,262.17593,0,0,-0.018749462,0.22349079,208023,191.25168,2.52333,0.49202,2,12.33143,0.375241466
241642,241704,191.3023097,24.99809268,DEV,19.92496669,18.07605706,17.01288008,16.1793457,16.7007354,0,4.6505146,10.715522,58.827065,156.62027,337.49063,208.78815,0,0,-0.057841312,0.024710644,444887,191.30231,24.9981,0.48056,1,12.33325,0.026356795
241727,241789,191.5138995,10.6808702,DEV,20.02474488,18.59296686,17.67069913,17.01782673,17.59705562,0,2.9764862,9.774669,36.543762,85.45163,155.90833,91.448746,0,0,-0.11802434,-0.010013974,315859,191.51392,10.68087,0.50883,1,12.08975,0.072516626
241899,241961,191.6152977,-1.955753423,DEV,20.06031309,19.59283802,19.27020676,19.30065488,19.38308205,0,1.0512123,9.459643,14.55006,19.584717,19.043118,17.650913,0,0,-0.20916167,-0.18007277,30737,191.61523,-1.95552,0.17426,1,9.36744,0.874910561
242084,242146,191.6811158,17.71338523,DEV,20.13411146,19.00580946,18.20488288,18.05387889,18.54709401,0,6.2555137,8.838029,24.98482,52.245255,60.041073,38.120834,0,0,-0.124129,-0.07872527,442859,191.68115,17.7133,0.53713,1,11.37326,0.328543589
242450,242512,191.95746,1.87014156,DEV,20.1712564,18.4622307,17.4427016,16.74122234,16.95009691,0,3.7281682,8.540778,41.219975,105.41911,201.14584,165.94388,0,0,-0.17879792,0.14668655,208011,191.95746,1.87013,0.42666,1,11.69203,0.041615295
242888,242950,191.9768249,24.98984248,DEV,19.53323214,17.7347564,16.7085739,15.61685342,15.9486324,0,4.533883,15.371178,80.555916,207.28622,566.5766,417.3948,0,0,0.002171611,0.07651296,444888,191.97682,24.98986,0.45529,1,12.04791,0.065091673
243156,243218,192.0926438,1.481023792,DEV,19.36665105,17.96909624,17.05417275,16.48346778,17.07888391,0,6.638272,17.920065,64.91746,150.77554,255.0427,147.38268,0,0,-0.2519952,-0.09782937,206239,192.09254,1.48102,0.47491,1,11.91476,0.373833492
243366,243428,192.2502624,26.57051232,DEV,20.19097955,18.38562311,17.42108169,16.76280214,17.32032615,0,3.7544782,8.38703,44.233444,107.53933,197.1874,117.99661,0,0,0.29547468,0.005173768,444446,192.25029,26.57055,0.45448,1,11.87379,0.162124703
243733,243795,192.4095626,4.338471073,DEV,19.84404851,18.84036807,17.92276001,17.35169894,17.90357067,0,7.7737875,11.544645,29.097305,67.747925,114.63584,68.95595,0,0,0.077145,0.05945295,205942,192.40952,4.33855,0.63446,1,11.5793,0.322664245
243818,243880,192.4320227,19.56337521,DEV,20.11546582,18.23352331,17.26151681,16.50552479,17.0023215,0,2.540783,8.9911175,50.885105,124.56421,249.91371,158.1508,0,0,0.041540798,-0.06946273,445073,192.43201,19.56338,0.44513,1,11.99751,0.046424362
244510,244572,192.8622762,8.318063973,DEV,20.03780687,18.13876796,17.1431099,16.40079171,16.91359168,0,6.297163,9.657779,55.525543,138.9172,275.2221,171.6182,0,0,-0.17987067,0.010259962,359582,192.8623,8.31804,0.45281,1,12.16021,0.120970387
245002,245064,192.9715393,8.07575144,DEV,20.15561695,18.40294445,17.47312771,16.81836466,17.33740224,0,4.1115427,8.664694,43.533363,102.50591,187.35019,116.15532,0,0,-0.24263999,-0.21798155,360491,192.97156,8.07577,0.44205,1,11.74166,0.099443377
245055,245117,192.8849384,18.0985163,DEV,20.09673603,18.60472817,17.69115908,17.27521432,17.77913413,0,5.3877425,9.147567,36.150036,83.85643,123.002594,77.329704,0,0,-0.14313596,-0.081596896,443220,192.88495,18.09855,0.50027,1,11.70496,0.127659008
245482,245544,193.0939967,12.37768776,DEV,20.1397422,18.57641446,17.58000109,16.75106782,17.16714672,0,4.0047517,8.792313,37.105152,92.896545,199.3301,135.87555,0,0,-0.30475196,-0.16785964,359491,193.09399,12.37768,0.45026,1,11.83762,0.036481017
246119,246181,193.3493291,12.92554042,DEV,19.76259248,18.29976852,17.21277677,16.69691729,16.97406844,0,4.74925,12.444086,47.873215,130.28346,209.52367,162.32022,0,0,-0.34988093,0.10005268,302483,193.34937,12.92553,0.24436,1,11.51911,0.148205089
247024,247086,193.7988984,18.64318394,DEV,20.15271278,18.29420887,17.35438351,16.87103839,17.34904031,0,2.923385,8.6879015,48.118984,114.352745,178.47798,114.91689,0,0,0.07932892,0.15634958,436933,193.7989,18.64321,0.40352,1,11.65595,0.093982112
247581,247643,194.1745586,-3.128031017,DEV,19.7802276,18.51213973,17.67228454,17.40647951,17.68032066,0,2.916546,12.243595,39.36807,85.32694,108.99541,84.69772,0,0,-0.3473689,0.0313027,29881,194.17456,-3.12804,0.30806,1,11.01986,0.032748928
247663,247725,194.2111974,11.64254016,DEV,20.12630586,18.37509118,17.39739172,16.77876793,17.30567047,0,5.268339,8.901796,44.664608,109.911545,194.30896,119.600174,0,0,-0.3182043,-0.008000528,359418,194.2112,11.64254,0.45234,1,12.08475,0.009025087
248400,248462,194.3942214,19.89665801,DEV,20.18143249,18.62959654,17.41414865,16.53856481,17.2310644,0,8.345212,8.461103,35.331444,108.228226,242.42314,128.1074,0,0,0.13602942,-0.13507055,438145,194.39423,19.89669,0.58981,1,11.91049,0.118796631
249907,249970,195.00603,15.17527579,DEV,20.05465332,19.07872391,18.27570497,17.66787154,18.24087181,0,4.3992677,9.509084,23.362022,48.94609,85.67446,50.541866,0,0,-0.20017366,-0.07905026,330789,195.00607,15.17528,0.23623,1,10.39922,0.139790465
250263,250326,195.3063121,2.314261396,DEV,20.19342206,18.63738711,17.36857729,16.33367014,17.01821019,0,6.684799,8.368183,35.078835,112.867546,292.77362,155.85327,0,0,0.009983989,-0.20635577,86338,195.30637,2.31428,0.58867,1,11.94967,0.21888704
250394,250457,195.4070054,20.99856397,DEV,19.33099156,18.58673797,17.88442834,18.13089424,18.5947871,0,1.4347454,18.518396,36.754017,70.18247,55.929676,36.482548,0,0,-0.15638033,-0.023028953,422178,195.40701,20.99857,0.08657,1,10.18808,0.026569146
250809,250872,195.6499612,27.10387554,DEV,20.09871916,18.1802833,17.20576565,16.46901694,17.00767306,0,3.681592,9.130874,53.44249,131.12749,258.45993,157.3732,0,0,0.1396528,0.1037871,444468,195.64998,27.10392,0.43691,1,11.94524,0.170990169
251271,251334,195.6743557,32.20761495,DEV,20.03424478,20.15061352,20.35813125,23.02099344,24.34352384,0,1.547408,9.689516,8.704716,7.190308,0.61887455,0.18305874,0,0,0.48667097,-0.27987763,480145,195.67445,32.20761,0.0525,1,8.12261,0.287846129
251586,251649,195.9370161,5.535188244,DEV,19.98592517,18.68052157,17.84076946,17.53055181,17.88435375,0,8.152256,10.130478,33.712532,73.06211,97.225296,70.187294,0,0,0.015703132,-0.48840064,212040,195.93704,5.53516,0.49367,1,11.4166,0.133042859
251680,251743,196.0198026,20.91650419,DEV,19.84260887,18.90159567,18.17109453,17.82954358,17.86140285,0,2.9500911,11.559963,27.501839,53.8967,73.82145,71.686745,0,0,0.16689968,0.26326808,432731,196.01976,20.91651,0.22364,1,10.42751,0.144923688
251948,252011,196.1365687,0.489792152,DEV,19.95308318,18.14336186,17.13006411,16.55466993,17.09392646,0,5.6727166,10.441592,55.291103,140.59645,238.85373,145.35481,0,0,0.16492024,0.15454037,79692,196.13654,0.48975,0.46027,1,11.83393,0.183616683
251984,252047,196.2173433,2.509648643,DEV,20.18493504,18.92683542,17.81942087,17.21313021,17.92710351,0,8.1744,8.433852,26.869886,74.51293,130.24106,67.47744,0,0,-0.20214005,-0.13544776,89669,196.21722,2.50959,0.58004,1,11.36662,0.490981522
252508,252571,196.3258719,17.66328794,DEV,20.13868011,18.70830663,17.70661044,17.11290952,17.40288063,0,3.2922,8.800918,32.86074,82.6715,142.83551,109.35729,0,0,-0.1259636,-0.35508728,377357,196.32584,17.66327,0.25331,1,11.39913,0.12696473
252862,252926,196.5762963,22.15773783,DEV,20.10480671,18.81022283,17.84765185,17.26205067,17.78172146,0,4.6092505,9.079822,29.916506,72.60044,124.502975,77.145645,0,0,-0.068878174,-0.09324592,424674,196.57632,22.15772,0.54667,1,11.76113,0.101788392
253292,253356,196.8762524,21.44912589,DEV,19.20203243,18.16086957,17.41164372,17.52136585,17.79058776,0,11.376922,20.853888,54.406673,108.47821,98.05137,76.51823,0,0,0.23474498,-0.1111821,418249,196.87627,21.44915,0.23048,1,10.40594,0.104906529
254290,254354,197.1888379,8.509412325,DEV,19.94191653,18.07681573,17.06225112,16.30589691,16.88021136,0,5.43636,10.549537,58.785973,149.65787,300.3594,176.97644,0,0,-0.2725497,0.013879626,359596,197.18877,8.5094,0.46451,1,11.97978,0.245901312
254384,254448,197.2164944,27.59070574,DEV,20.19622965,18.56641986,17.49358486,17.04315461,17.41659717,0,2.606868,8.346572,37.448296,100.592606,152.31342,107.98443,0,0,0.3465635,-0.18836725,409389,197.21648,27.59072,0.26118,1,11.49913,0.068966929
254543,254607,197.3192958,13.84720625,DEV,19.52897049,18.70322666,18.03872412,17.79559245,18.21447062,0,4.6472287,15.43163,33.01485,60.885006,76.16633,51.785927,0,0,0.4318803,0.5132724,319748,197.31932,13.84717,0.14626,1,9.79204,0.155528825
254674,254738,197.4228606,6.217700821,DEV,20.0909044,19.15576645,18.49940254,18.89303639,19.48217062,0,2.8570712,9.196832,21.76173,39.83263,27.719503,16.111343,0,0,-0.3533727,-0.25015706,222352,197.42282,6.21772,0.17091,1,9.9699,0.16083898
254886,254950,197.4543076,8.860654115,DEV,20.11492791,18.96347055,17.90621501,17.87174761,19.36368194,0,7.129888,8.995573,25.978363,68.78821,71.006966,17.969137,0,0,0.023616396,-0.03049217,313869,197.45416,8.86056,0.62486,1,11.67669,0.624715374
255503,255567,197.6844069,32.08934514,DEV,19.65979086,18.65689695,17.97896442,17.88574161,18.14107388,0,1.7477568,13.679923,34.454124,64.3301,70.09763,55.40774,0,0,0.053298716,0.31059775,477666,197.68448,32.08944,0.21531,1,10.89532,0.407916243
255818,255882,197.8993148,6.639524195,DEV,20.00442245,18.81801012,17.77132829,16.91856384,17.68586523,0,9.27909,9.959351,29.702702,77.887665,170.83406,84.2663,0,0,0.11662945,0.21566394,279014,197.89932,6.63942,0.61111,1,11.72228,0.375571973
255991,256055,197.9618372,16.09424118,DEV,19.58851418,18.41912149,17.38311557,17.89304153,18.62897882,0,4.122798,14.60812,42.88954,111.366295,69.627914,35.35155,0,0,-0.18408002,-0.020712595,348814,197.96185,16.09425,0.12953,1,10.76927,0.05459883
256149,256213,198.240198,0.859870765,DEV,20.17861342,18.32855834,17.34810191,16.62182624,17.17544101,0,2.6931791,8.483101,46.620472,115.01626,224.52748,134.8415,0,0,0.24959764,-0.07922576,97809,198.2402,0.85989,0.45215,1,12.1206,0.069606914
257030,257094,198.5354574,33.76874298,DEV,20.14237027,18.69258961,17.55502999,16.79078009,17.01052083,0,6.1386957,8.771056,33.33989,95.05785,192.17105,156.96097,0,0,-0.24860011,-0.3419217,55549,198.53546,33.76872,0.29901,1,11.22245,0.083089942
257267,257331,198.7211947,0.930808202,DEV,20.14500933,19.18297762,18.41093038,18.25253871,19.20942062,0,6.724097,8.749763,21.223106,43.214336,50.00167,20.712463,0,0,0.08735017,-0.28194267,80475,198.72118,0.93079,0.59081,1,11.29554,0.084305051
257464,257528,198.768212,31.99249873,DEV,19.54384403,18.432444,17.67709061,17.63883078,18.21070466,0,7.618449,15.221673,42.36648,84.95007,87.99696,51.965862,0,0,-0.012962314,0.23752624,477685,198.76816,31.99246,0.44245,1,11.22464,0.21129821
257656,257720,198.866967,32.52140382,DEV,18.85408887,18.03043836,17.15774097,16.6543584,17.31007025,0,8.347446,28.731907,61.351425,137.05775,217.8997,119.11649,0,0,0.25097603,-0.037780907,506567,198.86694,32.52148,0.04477,2,9.11526,0.286204114
257684,257748,198.9321765,-1.719042775,DEV,20.19286737,19.09071197,18.40078977,18.59469061,19.5713447,0,4.772797,8.372459,23.105492,43.619843,36.48579,14.840964,0,0,0.018553482,-0.27094397,95752,198.93216,-1.71912,0.1768,1,10.1928,0.284276985
258324,258388,198.9174121,29.33100287,DEV,19.32110126,18.58666935,18.08718723,18.63548867,19.2378306,0,5.5917315,18.687857,36.75634,58.227093,35.140224,20.177519,0,0,0.08767817,-0.27304932,484244,198.91731,29.3311,0.09493,1,9.60661,0.474231571
258646,258710,199.1501676,15.07321266,DEV,20.12012687,18.30463516,17.28104106,16.539446,17.08517255,0,4.2868633,8.952601,47.65911,122.34425,242.22647,146.5315,0,0,-0.10107537,-0.02415717,359780,199.15019,15.07322,0.47597,1,12.02857,0.082169307
258740,258804,199.2937747,34.51322946,DEV,19.95210298,19.53361267,19.04144207,18.06523882,18.49037312,0,1.1708779,10.451023,15.365791,24.178156,59.416145,40.165276,0,0,0.08477024,0.017147623,56226,199.29379,34.51328,0.61659,2,11.60005,0.187498345
258855,258919,199.456954,8.986348564,DEV,20.1483203,18.67466639,17.64769856,17.01929285,17.48521393,0,4.7530336,8.723121,33.89483,87.28117,155.69794,101.37116,0,0,-0.11107656,-0.02240209,317211,199.45702,8.98633,0.53764,1,11.74886,0.243858779
259343,259407,199.6183092,-0.419291156,DEV,19.51161628,18.50875108,17.68804647,17.44204388,17.92252479,0,5.852317,15.680268,39.49113,84.097176,105.482994,67.7626,0,0,-0.046370022,-0.20286688,81496,199.61823,-0.41918,0.47258,1,11.43615,0.491317208
260890,260954,200.3495461,1.505954429,DEV,20.15474757,19.38556829,18.80888885,19.18490618,19.78222656,0,1.6186614,8.671635,17.61054,29.953285,21.185442,12.221074,0,0,0.08488933,0.014045455,85088,200.34955,1.50595,0.22342,1,10.0198,0.02113794
261628,261692,200.6280167,13.47344324,DEV,20.10778054,18.64713717,17.53626734,16.54799009,17.10582675,0,7.9889026,9.054986,34.765232,96.71483,240.32777,143.77034,0,0,-0.37023094,-0.010195791,328776,200.62796,13.47346,0.58534,1,11.7979,0.207414057
262056,262120,200.7948918,15.25821442,DEV,20.13758169,19.36108957,18.7278528,17.52127841,18.1488579,0,1.7732904,8.809826,18.012093,32.274452,98.059265,55.011925,0,0,0.074883185,0.28710312,331621,200.79488,15.25822,0.669,1,11.15703,0.045606526
262708,262773,201.2043507,22.23024008,DEV,20.12057098,18.63886198,17.49360643,16.91970014,17.63294138,0,7.349788,8.94894,35.031216,100.59061,170.65536,88.475586,0,0,-0.04315479,-0.063481,425675,201.20438,22.23031,0.58376,1,11.71586,0.2699286
263128,263193,201.3092181,19.68300347,DEV,20.14645356,18.31090464,17.27813439,16.53613016,17.0577703,0,5.392781,8.7381315,47.3847,122.672226,242.96736,150.27678,0,0,0.08965932,0.059685986,445093,201.3092,19.68297,0.47976,1,11.85437,0.135227388
263137,263202,201.2936436,20.01818693,DEV,19.46961019,17.81521828,16.8625845,16.16842668,16.63693994,0,5.0463,16.298811,74.80191,179.8731,340.90182,221.42366,0,0,-0.07946072,0.07010936,434166,201.29367,20.0182,0.42256,1,11.80686,0.10095606
263192,263257,201.3591422,29.59396692,DEV,20.03228564,18.23594904,17.21000666,16.50167699,17.0930369,0,5.0234385,9.707016,50.771545,130.61629,250.80096,145.47395,0,0,-0.05731569,-0.19930801,506732,201.35912,29.59395,0.48501,1,12.20396,0.092370158
263545,263610,201.5617385,26.28306742,DEV,20.1510623,18.28748461,17.09258112,16.14413181,16.72246143,0,8.069477,8.701118,48.417923,145.53503,348.61597,204.65173,0,0,-0.086243734,0.24361108,444462,201.56175,26.28309,0.5407,1,12.25794,0.089360963
263883,263948,201.7205278,6.638051225,DEV,19.97792812,18.68355787,17.72321918,16.74700868,16.92886871,0,8.340759,10.20537,33.618385,81.41648,200.0767,169.22032,0,0,0.3007043,0.28378314,230489,201.72054,6.63801,0.27626,1,10.9055,0.154659905
263925,263990,201.862383,11.58751923,DEV,19.57272386,19.03407988,18.28466676,18.60263194,18.88492905,0,7.7552,14.8221245,24.34266,48.543747,36.2199,27.927263,0,0,-0.0602135,-0.06036189,358276,201.86243,11.58757,0.12309,1,9.60498,0.246680804
265368,265434,202.4373513,17.45808512,DEV,19.89716582,18.06333768,17.05204385,16.3804522,16.88743066,0,3.266997,10.993442,59.520275,151.07147,280.42654,175.80359,0,0,0.15865387,0.008731976,382871,202.43735,17.45807,0.451,1,11.83997,0.054617268
265485,265552,202.4283654,5.350974335,DEV,20.11243242,19.19301316,18.14553187,17.32250753,18.07526859,0,6.0457315,9.016273,21.027843,55.180706,117.75978,58.8698,0,0,-0.09085797,0.05535761,213792,202.42838,5.35103,0.65949,1,11.71197,0.20709748
266211,266279,202.8656567,10.78550153,DEV,20.19865056,18.36043432,17.27076956,16.42670575,16.99853098,0,3.1983328,8.327982,45.271645,123.50717,268.73096,158.7039,0,0,0.06206181,-0.038665187,359695,202.86568,10.78551,0.48299,1,12.10285,0.087997076
